"";"X";"id";"first_name";"second_name";"name";"singular_name";"form";"selected_by_percent";"total_points";"goals_scored";"assists";"clean_sheets";"transfers_in_event";"transfers_out_event";"event_points";"points_per_game";"goals_conceded";"yellow_cards";"red_cards";"saves";"bonus";"bps";"influence";"creativity";"threat";"ict_index";"value_form";"value_season";"news";"now_cost";"ep_this";"ep_next";"chance_of_playing_this_round";"in_dreamteam";"dreamteam_count";"minutes";"element_type";"team_code"
"460";460;336;"Wesley";"Hoedt";"Southampton";"Defender";0;0,2;29;0;0;4;0;35;0;2,2;24;2;0;0;3;206;283,6;20;41;34,7;0;6,9;"Season-long loan to Celta Vigo";4,2;0;0;0;FALSE;0;1170;2;20
"461";461;337;"Steven";"Davis";"Southampton";"Midfielder";0;0;9;0;1;0;2;4;0;3;4;0;0;0;2;39;38,8;41,6;2;8,2;0;2;"Season-long loan to Rangers";4,6;0;0;0;FALSE;0;97;3;20
"462";462;338;"James";"Ward-Prowse";"Southampton";"Midfielder";7,3;2,6;73;6;0;2;11204;2982;0;4,1;27;2;0;0;13;295;448,4;498,5;285;123,1;1,4;14,3;"";5,1;0;7,3;NA;FALSE;3;1287;3;20
"463";463;339;"Oriol";"Romeu Vidal";"Southampton";"Midfielder";3,8;2,4;44;1;0;4;6414;2647;0;1,9;29;7;0;0;3;216;373,6;113,6;94;58,3;0,9;10,5;"";4,2;0;3,8;NA;FALSE;0;1624;3;20
"464";464;340;"Pierre-Emile";"Højbjerg";"Southampton";"Midfielder";2;2,3;58;3;1;3;1331;1941;0;2,5;44;7;2;0;4;329;447;348,1;329;112,9;0,5;13,2;"";4,4;0;2;100;FALSE;1;2040;3;20
"465";465;341;"Sofiane";"Boufal";"Southampton";"Midfielder";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Season-long loan to Celta Vigo";5,5;0;0;0;FALSE;0;0;3;20
"466";466;342;"Joshua";"Sims";"Southampton";"Midfielder";0,3;0;1;0;0;0;14;20;0;1;0;0;0;0;0;6;5,4;2,6;27;3,5;0,1;0,2;"";4,4;0;0;0;FALSE;0;45;3;20
"467";467;343;"Nathan";"Redmond";"Southampton";"Midfielder";2,8;1,9;94;3;3;8;1161;3478;0;3,1;44;3;0;0;6;294;435;613,8;591;163,6;0,5;17,7;"";5,3;0;2,8;100;FALSE;2;2599;3;20
"468";468;344;"Mario";"Lemina";"Southampton";"Midfielder";0;0,2;40;0;2;4;4;32;0;2,2;32;5;0;0;1;223;257,4;169,8;172;60;0;8,5;"Abdominal injury - 75% chance of playing";4,7;0;0;75;FALSE;0;1477;3;20
"469";469;345;"Stuart";"Armstrong";"Southampton";"Midfielder";3,3;0,2;61;3;3;3;81;178;0;2,7;22;2;0;0;3;215;258;322,6;321;90;0,6;12;"";5,1;0;3,3;100;FALSE;1;1153;3;20
"470";470;346;"Mohamed";"Elyounoussi";"Southampton";"Midfielder";0,3;0,1;26;0;0;4;14;23;0;1,7;7;0;0;0;0;82;80,6;221,2;208;50,9;0,1;4,3;"";6;0;0,3;100;FALSE;0;695;3;20
"471";471;347;"Shane";"Long";"Southampton";"Forward";0,5;2;38;1;2;1;389;4611;0;2;16;2;0;0;3;94;112,8;129;268;51;0,1;8,1;"Groin Injury - 75% chance of playing";4,7;0;0,4;75;FALSE;1;857;4;20
"472";472;348;"Charlie";"Austin";"Southampton";"Forward";2,3;0,4;43;2;2;5;427;381;0;2;16;1;0;0;1;117;156,2;114,7;402;67;0,4;7,8;"";5,5;0;2,3;100;FALSE;0;947;4;20
"473";473;349;"Manolo";"Gabbiadini";"Southampton";"Forward";0;0,1;23;1;0;0;2;21;0;1,9;12;0;0;0;3;56;74,4;72,7;167;30,8;0;4,1;"Joined Sampdoria on a permanent deal";5,6;0;0;0;FALSE;1;468;4;20
"474";474;350;"Guido";"Carrillo";"Southampton";"Forward";0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Season-long loan to Leganes";5,5;0;0;0;FALSE;0;0;4;20
"475";475;452;"Angus";"Gunn";"Southampton";"Goalkeeper";5;0,3;31;0;0;2;1752;549;0;6,2;6;0;0;20;4;117;160,8;0;0;16;1,2;7,2;"";4,3;0;5;NA;FALSE;2;450;1;20
"476";476;463;"Jannik";"Vestergaard";"Southampton";"Defender";2,5;0,3;47;0;0;4;137;110;0;2,2;28;2;0;0;0;362;505,6;76;88;67,1;0,5;10,2;"";4,6;0;2,5;100;FALSE;0;1855;2;20
"477";477;479;"Matt";"Targett";"Southampton";"Defender";0,3;0,2;28;0;3;0;33;213;0;2;23;2;0;0;3;207;273,2;362,1;124;76;0,1;6,7;"";4,2;0;0,3;100;FALSE;0;1095;2;20
"478";478;550;"Michael";"Obafemi";"Southampton";"Forward";0,3;0;13;1;1;0;12;22;0;2,2;3;1;0;0;0;46;62,6;27,4;127;21,6;0,1;2,6;"Hamstring injury - Expected back 31 May";5;0;0;0;FALSE;0;134;4;20
"479";479;556;"Yan";"Valery";"Southampton";"Defender";5,3;1,5;37;2;0;2;17667;2133;0;2,3;18;3;1;0;0;172;240;62,4;114;41,2;1,3;9,3;"";4;0;5,3;NA;FALSE;1;1164;2;20
"480";480;562;"Tyreke";"Johnson";"Southampton";"Midfielder";0;0;1;0;0;0;5;5;0;1;0;0;0;0;0;3;0;0;0;0;0;0,2;"";4,5;0;0;NA;FALSE;0;1;3;20
"481";481;565;"Kayne";"Ramsay";"Southampton";"Defender";0;0;1;0;0;0;41;45;0;1;3;0;0;0;0;9;11,2;0;0;1,1;0;0,3;"";4;0;0;100;FALSE;0;90;2;20
"482";482;570;"Callum";"Slattery";"Southampton";"Midfielder";0;0;4;0;0;0;11;2;0;1,3;1;0;0;0;0;12;15,8;2,6;24;4,2;0;0,9;"";4,5;0;0;NA;FALSE;0;110;3;20
"483";483;574;"Sam";"Gallagher";"Southampton";"Forward";0,3;0,1;3;0;0;0;319;292;0;1;1;0;0;0;0;9;0;0,3;0;0;0,1;0,7;"";4,5;0;0,3;100;FALSE;0;9;4;20
"484";484;595;"Alfie";"Jones";"Southampton";"Defender";0;0;0;0;0;0;66;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";4;0;0;NA;FALSE;0;0;2;20
"485";485;351;"Hugo";"Lloris";"Spurs";"Goalkeeper";3,3;5,2;116;0;0;9;3243;3850;0;4,5;27;0;0;77;10;548;673;0;0;67,4;0,6;21,1;"";5,5;0;8,1;100;FALSE;2;2340;1;6
"486";486;352;"Michel";"Vorm";"Spurs";"Goalkeeper";0;0,1;5;0;0;0;10;12;0;2,5;4;0;0;9;1;36;66,8;0;0;6,6;0;1,1;"";4,7;0;1,5;100;FALSE;0;180;1;6
"487";487;353;"Toby";"Alderweireld";"Spurs";"Defender";1;3,6;89;0;0;10;2942;2101;0;3,3;25;2;0;0;5;531;560;90,5;185;83,4;0,2;14,8;"";6;0;3,5;NA;FALSE;1;2349;2;6
"488";488;354;"Danny";"Rose";"Spurs";"Defender";2;1;67;0;4;6;1145;524;0;3,5;12;5;0;0;5;269;270;310,9;189;77;0,3;11,6;"";5,8;0;5,5;100;FALSE;0;1352;2;6
"489";489;355;"Jan";"Vertonghen";"Spurs";"Defender";1;4;47;1;0;3;1325;618;0;2,8;20;1;1;0;6;288;347,2;87,8;105;53,9;0,2;8;"";5,9;0;3,5;100;FALSE;0;1467;2;6
"490";490;356;"Ben";"Davies";"Spurs";"Defender";0,5;1,6;45;0;0;4;155;165;0;2,4;20;2;0;0;4;253;290,4;219,3;97;60,9;0,1;8;"";5,6;0;2,5;100;FALSE;0;1363;2;6
"491";491;357;"Kieran";"Trippier";"Spurs";"Defender";0,8;14,6;99;1;5;8;691;14234;0;4,3;20;2;0;0;12;490;511,4;698,2;116;132,6;0,1;16,5;"Muscle injury - 75% chance of playing";6;0;2,3;75;FALSE;3;1915;2;6
"492";492;358;"Kyle";"Walker-Peters";"Spurs";"Defender";0;0,7;20;0;3;1;227;480;0;5;2;1;0;0;3;69;81;42,9;9;13,2;0;4,8;"";4,2;0;1,5;NA;FALSE;1;194;2;6
"493";493;359;"Davinson";"Sánchez";"Spurs";"Defender";1;1,6;64;1;2;5;533;528;0;3,6;18;2;0;0;4;326;351,4;35,7;128;51,7;0,2;11;"";5,8;0;3,5;100;FALSE;1;1513;2;6
"494";494;360;"Serge";"Aurier";"Spurs";"Defender";0,3;0,5;24;0;2;2;87;66;0;3;9;1;0;0;0;116;151,6;108,4;45;30,5;0,1;4,2;"";5,7;0;2,1;100;FALSE;0;562;2;6
"495";495;361;"Eric";"Dier";"Spurs";"Midfielder";0,5;1;43;2;0;5;235;143;0;2,7;14;3;0;0;1;206;259,2;117,3;79;45,7;0,1;9,1;"";4,7;0;2,5;100;FALSE;0;1219;3;6
"496";496;362;"Mousa";"Dembélé";"Spurs";"Midfielder";0;0,7;14;0;0;1;4;68;0;1,4;6;1;0;0;0;74;51;17,5;1;7,1;0;2,9;"Joined Guangzhou R&F";4,9;0;0;0;FALSE;0;512;3;6
"497";497;363;"Erik";"Lamela";"Spurs";"Midfielder";0,5;0,4;58;4;2;4;125;229;0;3,2;10;2;0;0;4;201;254,6;302,5;435;98,8;0,1;9,8;"";5,9;0;2,5;100;FALSE;0;889;3;6
"498";498;364;"Christian";"Eriksen";"Spurs";"Midfielder";2;5,4;115;5;9;5;4888;4624;0;4,3;30;2;0;0;11;489;622;790,3;506;192,1;0,2;12,4;"";9,2;0;5,5;100;FALSE;2;2050;3;6
"499";499;365;"Bamidele";"Alli";"Spurs";"Midfielder";1,3;2,4;78;5;3;6;2704;618;0;4,3;16;2;0;0;8;274;390;289,6;514;119,4;0,1;8,9;"";8,8;0;4,1;100;FALSE;1;1274;3;6
"500";500;366;"Victor";"Wanyama";"Spurs";"Midfielder";0,3;0;8;0;0;1;21;13;0;1,3;1;0;0;0;0;34;24,2;8,6;21;5,4;0,1;1,6;"";4,9;0;2,1;100;FALSE;0;215;3;6
"501";501;367;"Heung-Min";"Son";"Spurs";"Midfielder";1,8;15,7;139;11;7;8;18643;50882;0;5,8;19;2;0;0;15;433;593,2;373,6;770;173,5;0,2;16;"";8,6;0;5,1;100;FALSE;5;1607;3;6
"502";502;368;"Harry";"Winks";"Spurs";"Midfielder";1;0,2;52;1;0;6;21;473;0;2,1;17;4;0;0;3;271;265,4;167,4;71;50,3;0,2;9,5;"Groin Injury - 75% chance of playing";5,5;0;2,6;75;FALSE;0;1568;3;6
"503";503;369;"Moussa";"Sissoko";"Spurs";"Midfielder";1,8;0,3;61;0;2;8;698;435;0;2,5;24;1;0;0;3;319;271,6;311,6;175;75,8;0,4;12,4;"";4,9;0;5,1;100;FALSE;0;1905;3;6
"504";504;370;"Lucas";"Rodrigues Moura da Silva";"Spurs";"Midfielder";1,3;5,2;91;6;2;11;878;1388;0;3,8;13;2;0;0;5;228;357,8;301,4;433;108,9;0,2;13,6;"";6,7;0;4,1;100;FALSE;1;1522;3;6
"505";505;371;"Fernando";"Llorente";"Spurs";"Forward";0,5;0,8;29;1;3;0;371;1755;0;2,1;5;2;0;0;3;70;105,8;121;203;42,6;0,1;5,6;"";5,2;0;2,5;NA;FALSE;1;392;4;6
"506";506;372;"Harry";"Kane";"Spurs";"Forward";6;15;156;17;6;8;24925;6185;0;6;29;5;0;0;24;559;812,4;412;1238;246,2;0,5;12,5;"";12,5;0;13,5;100;TRUE;4;2243;4;6
"507";507;497;"Georges-Kévin";"Nkoudou";"Spurs";"Midfielder";0;0;4;0;1;0;0;1;0;4;0;0;0;0;0;17;19;14,3;0;3,3;0;0,8;"Season-long loan to Monaco";4,8;0;0;0;FALSE;0;4;3;6
"508";508;523;"Luke";"Amos";"Spurs";"Midfielder";0;0,1;1;0;0;0;115;76;0;1;0;0;0;0;0;3;2,2;0,1;0;0,2;0;0,2;"";4,3;0;1,5;NA;FALSE;0;2;3;6
"509";509;536;"Paulo";"Gazzaniga";"Spurs";"Goalkeeper";0;0;10;0;0;1;10;11;0;5;1;0;0;8;0;48;55,6;0;0;5,5;0;2,2;"";4,5;0;1,5;NA;FALSE;0;180;1;6
"510";510;538;"Alfie";"Whiteman";"Spurs";"Goalkeeper";0;0,2;0;0;0;0;71;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";4;0;1,5;NA;FALSE;0;0;1;6
"511";511;540;"Oliver";"Skipp";"Spurs";"Midfielder";0;0;10;0;0;2;10;11;0;1,7;1;0;0;0;0;34;28,6;18,5;12;6,1;0;2,2;"";4,5;0;1,5;NA;FALSE;0;185;3;6
"512";512;549;"Juan";"Foyth";"Spurs";"Defender";0,3;0,2;26;1;0;2;32;87;0;3,7;9;2;0;0;3;116;181;5,8;46;23,4;0,1;5,2;"";5;0;2,1;100;FALSE;1;615;2;6
"513";513;561;"Timothy";"Eyoma";"Spurs";"Defender";0;0;0;0;0;0;72;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";4;0;1,5;NA;FALSE;0;0;2;6
"514";514;578;"Kazaiah";"Sterling";"Spurs";"Forward";0;0;0;0;0;0;24;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Season-long loan to Sunderland";4,5;0;0;0;FALSE;0;0;4;6
"515";515;373;"Heurelho";"Gomes";"Watford";"Goalkeeper";0;0,3;0;0;0;0;26;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";4,2;0;0;NA;FALSE;0;0;1;57
"516";516;374;"Pontus";"Dahlberg";"Watford";"Goalkeeper";0;0,1;0;0;0;0;7;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";4,3;0;0;NA;FALSE;0;0;1;57
"517";517;375;"Younes";"Kaboul";"Watford";"Defender";0;0,1;0;0;0;0;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Contract terminated by mutual consent";4,2;0;0;0;FALSE;0;0;2;57
"518";518;376;"Craig";"Cathcart";"Watford";"Defender";1;2,1;84;3;0;6;2564;2221;0;2,9;41;2;0;0;5;454;603,8;22,3;241;86,9;0,2;18,7;"";4,5;0;2;100;FALSE;1;2519;2;57
"519";519;377;"Sebastian";"Prödl";"Watford";"Defender";0;0,1;1;0;0;0;13;9;0;1;0;0;0;0;0;2;0;0;0;0;0;0,2;"";4,2;0;0;100;FALSE;0;13;2;57
"520";520;378;"José";"Holebas";"Watford";"Defender";0,5;10;95;3;7;5;1080;11213;0;4;31;10;0;0;10;416;586,2;504,6;129;122,2;0,1;19,8;"Knock - 75% chance of playing";4,8;0;0,8;100;FALSE;2;2075;2;57
"521";521;379;"Miguel";"Britos";"Watford";"Defender";0,3;0;2;0;0;0;14;7;0;1;3;0;0;0;0;12;16;0,1;0;1,6;0,1;0,5;"";4,3;0;0,6;100;FALSE;0;94;2;57
"522";522;380;"Christian";"Kabasele";"Watford";"Defender";0,3;0,3;30;0;0;3;40;43;0;1,9;21;1;1;0;1;160;271,4;12,7;169;45,3;0,1;6,8;"";4,4;0;0,6;100;FALSE;0;1221;2;57
"523";523;381;"Daryl";"Janmaat";"Watford";"Defender";1,3;0,3;40;0;1;3;261;125;0;2,9;19;2;0;0;4;226;282,8;154,9;60;49,9;0,3;8,2;"";4,9;0;2,6;100;FALSE;0;1241;2;57
"524";524;382;"Adrian";"Mariappa";"Watford";"Defender";0,8;0,7;51;0;0;5;1045;731;0;2,4;24;2;0;0;2;289;343,2;26,7;75;44,5;0,2;12,1;"";4,2;0;1,6;NA;FALSE;0;1552;2;57
"525";525;383;"Francisco";"Femenía Far";"Watford";"Defender";0,3;0,7;51;0;1;4;632;473;0;2,4;27;1;0;0;6;306;292,6;177,2;29;49,8;0,1;12,1;"";4,2;0;0,6;100;FALSE;1;1455;2;57
"526";526;384;"Marvin";"Zeegelaar";"Watford";"Defender";0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Season-long loan to Udinese";4,2;0;0;0;FALSE;0;0;2;57
"527";527;385;"Marc";"Navarro";"Watford";"Defender";0;0;1;0;0;0;12;8;0;1;2;0;0;0;0;8;15;5,3;2;2,2;0;0,2;"";4,2;0;0;100;FALSE;0;83;2;57
"528";528;386;"Adam";"Masina";"Watford";"Defender";0,5;0,1;21;0;1;2;27;22;0;2,3;13;3;0;0;1;126;148,2;60,2;18;22,7;0,1;4,9;"";4,3;0;1;NA;FALSE;0;624;2;57
"529";529;387;"Nathaniel";"Chalobah";"Watford";"Midfielder";0;0,1;7;0;0;0;12;11;0;1;4;2;0;0;0;26;25,2;14,9;31;7,2;0;1,6;"";4,4;0;0;100;FALSE;0;192;3;57
"530";530;388;"Tom";"Cleverley";"Watford";"Midfielder";1;0;24;1;0;3;18;36;0;2;6;2;0;0;2;83;94,8;31,5;40;16,7;0,2;4,8;"";5;0;2;100;FALSE;0;447;3;57
"531";531;389;"Etienne";"Capoue";"Watford";"Midfielder";2,5;0,5;70;1;3;8;429;307;0;2,7;36;9;1;0;8;395;545,2;178,4;129;85,3;0,5;14,6;"";4,8;0;5;100;FALSE;1;2327;3;57
"532";532;390;"Abdoulaye";"Doucouré";"Watford";"Midfielder";2,8;1,2;94;3;6;5;410;672;0;3,5;41;4;0;0;10;420;558,4;384,4;464;140,7;0,5;15,9;"";5,9;0;5,6;100;FALSE;1;2341;3;57
"533";533;391;"Roberto";"Pereyra";"Watford";"Midfielder";1,5;9;111;6;4;6;3332;5641;0;4,1;40;3;0;0;13;369;381,2;359,5;577;132,1;0,3;18,5;"";6;0;3;100;FALSE;1;2322;3;57
"534";534;392;"Will";"Hughes";"Watford";"Midfielder";2,3;0,5;61;1;3;6;100;177;0;2,5;28;3;0;0;2;211;295,4;285,5;248;82,9;0,5;12,4;"";4,9;0;4,6;100;FALSE;0;1764;3;57
"535";535;394;"Gerard";"Deulofeu";"Watford";"Midfielder";9,3;5,1;103;7;5;8;28555;7473;0;4,5;18;2;0;0;7;272;401,6;334,9;506;123,9;1,7;18,4;"";5,6;0;18,6;100;FALSE;2;1544;3;57
"536";536;395;"Andre";"Gray";"Watford";"Forward";2,3;0,5;52;5;0;3;375;193;0;2,5;17;2;0;0;5;157;207,4;121,9;393;71,4;0,4;8,8;"";5,9;0;4,6;100;FALSE;0;911;4;57
"537";537;396;"Troy";"Deeney";"Watford";"Forward";8;4,6;105;8;5;5;12421;5934;0;3,9;33;4;0;0;12;374;542;446,7;827;181,3;1,4;17,8;"";5,9;0;16;100;FALSE;4;2180;4;57
"538";538;397;"Stefano";"Okaka";"Watford";"Forward";0;0,1;1;0;0;0;3;9;0;0,5;1;1;0;0;0;-1;3,2;24,7;26;5,2;0;0,2;"Season-long loan to Udinese";5;0;0;0;FALSE;0;22;4;57
"539";539;398;"Jerome";"Sinclair";"Watford";"Forward";0;0,4;0;0;0;0;181;673;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Joined Oxford United on loan for the rest of the season on 31/1. - Expected back 30 Jun";4,4;0;0;0;FALSE;0;0;4;57
"540";540;445;"Ben";"Foster";"Watford";"Goalkeeper";2;6,1;110;0;0;7;4299;4042;0;3,7;44;1;0;97;11;571;761,2;50;1;81,3;0,4;23,9;"";4,6;0;4;NA;FALSE;3;2700;1;57
"541";541;446;"Ken";"Sema";"Watford";"Midfielder";0,3;0,1;34;1;2;3;15;125;0;2,3;8;1;0;0;1;87;116,4;80,2;140;33,4;0,1;7,4;"";4,6;0;0,6;NA;FALSE;1;653;3;57
"542";542;517;"Domingos";"Quina";"Watford";"Midfielder";0,3;0,1;16;1;0;0;7;23;0;2,3;5;0;0;0;2;61;63,4;39,7;22;12,5;0,1;3,6;"";4,4;0;0,6;NA;FALSE;0;322;3;57
"543";543;524;"Isaac";"Success Ajayi";"Watford";"Forward";0,5;2,4;34;1;0;2;2289;2855;0;1,4;20;3;0;0;0;98;119,8;248,4;306;67,2;0,1;7,4;"";4,6;0;1;100;FALSE;0;947;4;57
"544";544;544;"Ben";"Wilmot";"Watford";"Defender";0;0,1;1;0;0;0;4;52;0;0,5;2;0;0;0;0;8;7,2;0,3;0;0,8;0;0,3;"Season-long loan to Udinese";4;0;0;0;FALSE;0;26;2;57
"545";545;554;"Adalberto";"Peñaranda";"Watford";"Forward";0;0;0;0;0;0;55;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";5;0;0;100;FALSE;0;0;4;57
"546";546;399;"Adrián";"San Miguel del Castillo";"West Ham";"Goalkeeper";0;0,3;0;0;0;0;25;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";4,3;0,5;0;NA;FALSE;0;0;1;21
"547";547;400;"Lukasz";"Fabianski";"West Ham";"Goalkeeper";3;17,8;116;0;0;5;1308;23741;1;3,7;46;0;0;119;13;595;907,2;10;0;91,5;0,6;24,2;"";4,8;3,5;3;100;FALSE;3;2790;1;21
"548";548;401;"Winston";"Reid";"West Ham";"Defender";0;0;0;0;0;0;11;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Lack of match fitness - Unknown return date";4,4;0;0;0;FALSE;0;0;2;21
"549";549;402;"Aaron";"Cresswell";"West Ham";"Defender";1,6;0,6;32;0;1;1;176;684;4;1,8;22;1;0;0;0;227;286,4;279,8;109;67,6;0,3;6,4;"";5;2,1;1,6;100;FALSE;0;1408;2;21
"550";550;403;"Angelo";"Ogbonna";"West Ham";"Defender";4,6;1;44;1;1;2;4284;1665;7;2,3;28;1;0;0;2;262;374,8;42,2;142;55,9;1,1;10,5;"";4,2;5,1;4,6;NA;FALSE;1;1506;2;21
"551";551;404;"Sam";"Byram";"West Ham";"Defender";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Season-long loan to Nottingham Forest ";4,5;0;0;0;FALSE;0;0;2;21
"552";552;405;"Pablo";"Zabaleta";"West Ham";"Defender";0,6;1,9;50;0;1;4;213;992;1;2,3;29;4;0;0;4;311;381,4;140,8;86;61;0,1;11,6;"";4,3;0,8;0,4;75;FALSE;0;1770;2;21
"553";553;406;"Declan";"Rice";"West Ham";"Defender";4,2;6,5;81;2;0;5;3992;20451;1;2,9;38;2;0;0;8;488;522,2;153,5;194;86,9;0,9;17,2;"";4,7;4,7;4,2;NA;FALSE;2;2475;2;21
"554";554;407;"Reece";"Oxford";"West Ham";"Defender";0;0,1;0;0;0;0;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Season-long loan to Augsburg";4,2;0;0;0;FALSE;0;0;2;21
"555";555;408;"Ryan";"Fredericks";"West Ham";"Defender";2,2;0,2;17;0;0;1;22;384;0;1,7;13;3;0;0;2;99;149,6;68;37;25,7;0,5;3,8;"";4,5;2,7;2,2;100;FALSE;1;775;2;21
"556";556;409;"Issa";"Diop";"West Ham";"Defender";3,4;1,9;68;1;0;5;532;5688;1;2,3;40;4;0;0;2;472;603,4;51;138;79,3;0,8;15,5;"";4,4;3,9;3,4;NA;FALSE;1;2610;2;21
"557";557;410;"Arthur";"Masuaku";"West Ham";"Midfielder";0;1,6;34;0;1;2;112;1235;0;1,9;24;2;0;0;0;224;328,4;129,6;39;49,8;0;7,9;"";4,3;0,5;0;100;FALSE;0;1307;3;21
"558";558;411;"Mark";"Noble";"West Ham";"Midfielder";3,2;0,6;66;3;3;5;847;1192;6;2,6;26;6;1;0;2;306;349,6;242,7;143;73,4;0,7;13,8;"";4,8;3,7;3,2;100;FALSE;0;1795;3;21
"559";559;413;"Pedro";"Obiang";"West Ham";"Midfielder";0,6;0,8;33;0;1;1;119;439;0;1,7;17;0;0;0;1;142;166;77,5;101;34,5;0,1;7,7;"";4,3;1,1;0,6;100;FALSE;0;931;3;21
"560";560;414;"Manuel";"Lanzini";"West Ham";"Midfielder";2;0,3;10;0;1;1;301;1790;5;2;6;1;0;0;0;51;42;36,1;55;13,3;0,3;1,6;"";6,4;2,5;2;100;FALSE;0;296;3;21
"561";561;415;"Michail";"Antonio";"West Ham";"Midfielder";2;1,6;85;4;5;5;97;8635;1;3,1;26;3;0;0;4;221;352;286,2;625;125,3;0,3;12,5;"";6,8;2,5;2;100;FALSE;0;1671;3;21
"562";562;416;"Edimilson";"Fernandes";"West Ham";"Midfielder";0;0,1;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Season-long loan to Fiorentina";4,5;0;0;0;FALSE;0;0;3;21
"563";563;417;"Marko";"Arnautovic";"West Ham";"Forward";1,6;7,4;87;7;4;2;778;20814;2;4;28;3;0;0;12;299;407,4;385,8;700;148,7;0,2;12,6;"";6,9;2,1;1,6;100;FALSE;2;1496;4;21
"564";564;418;"Andy";"Carroll";"West Ham";"Forward";0,4;0,1;12;0;0;0;15;240;0;1;7;2;0;0;0;10;41,8;51,4;169;25,8;0,1;2,2;"Ankle injury - Unknown return date";5,4;0;0;0;FALSE;0;454;4;21
"565";565;419;"Javier";"Hernández Balcázar";"West Ham";"Forward";5,4;1,9;82;7;4;6;4068;5115;12;3,7;18;2;0;0;10;264;293,4;99,6;522;90,8;0,9;13,4;"";6,1;5,9;5,4;100;FALSE;2;1164;4;21
"566";566;420;"Jordan";"Hugill";"West Ham";"Forward";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Season-long loan to Middlesbrough";5;0;0;0;FALSE;0;0;4;21
"567";567;447;"Jack";"Wilshere";"West Ham";"Midfielder";0;0,9;11;0;1;1;4;57;0;2,2;9;2;0;0;0;67;64,4;44,8;11;12;0;2,3;"Ankle injury - Unknown return date";4,8;0;0;0;FALSE;0;338;3;21
"568";568;453;"Andriy";"Yarmolenko";"West Ham";"Midfielder";0;0,5;27;2;1;1;5;28;0;3;6;2;0;0;2;88;86;84,6;122;29,1;0;4;"Achilles injury - Unknown return date";6,7;0;0;0;FALSE;1;456;3;21
"569";569;464;"Fabián";"Balbuena";"West Ham";"Defender";0;0,3;44;1;0;3;57;281;0;2,6;25;2;0;0;3;272;401,6;36,1;167;60,7;0;10,5;"";4,2;0,5;0;100;FALSE;1;1473;2;21
"570";570;465;"Felipe Anderson";"Pereira Gomes";"West Ham";"Midfielder";2,6;15,2;135;8;5;6;2887;66273;5;4,4;42;3;0;0;17;537;756,8;878,5;593;222,7;0,4;18,8;"";7,2;3,1;2,6;NA;FALSE;4;2595;3;21
"571";571;489;"Robert";"Snodgrass";"West Ham";"Midfielder";3,2;1,9;77;2;5;4;324;9623;0;2,8;27;8;0;0;9;316;408,8;786,9;317;151;0,6;15,4;"";5;3,7;3,2;100;FALSE;2;1842;3;21
"572";572;502;"Lucas";"Pérez";"West Ham";"Forward";0,2;0,1;23;2;0;0;29;62;1;2,1;10;0;0;0;3;91;92,2;85,3;110;28,7;0;3,7;"";6,2;0,7;0,2;100;FALSE;1;391;4;21
"573";573;518;"Carlos";"Sánchez";"West Ham";"Midfielder";0;0,1;7;0;0;0;5;15;0;1,4;4;0;0;0;0;37;20,2;27,7;24;7,2;0;1,6;"Knee injury - Unknown return date";4,3;0;0;0;FALSE;0;217;3;21
"574";574;539;"Grady";"Diangana";"West Ham";"Midfielder";0,2;0;20;0;1;1;5;57;0;1,4;12;0;0;0;0;69;103;156,1;140;39,7;0;4,4;"";4,5;0,7;0,2;NA;FALSE;0;482;3;21
"575";575;547;"Joe";"Powell";"West Ham";"Midfielder";0;0;0;0;0;0;12;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";4,5;0,5;0;NA;FALSE;0;0;3;21
"576";576;548;"Conor";"Coventry";"West Ham";"Midfielder";0;0;0;0;0;0;17;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";4,5;0,5;0;NA;FALSE;0;0;3;21
"577";577;560;"Alexandre Nascimento";"Costa Silva";"West Ham";"Forward";0;0,2;1;0;0;0;250;296;0;1;0;0;0;0;0;3;2;10,3;36;4,8;0;0,2;"";4,5;0,5;0;NA;FALSE;0;17;4;21
